nid,last_name,suffix,first_name,full_name,last_first,lcsh,lcsh_id,election_date,office,bio,bio_note,img_url,file_name,img_alt,note,bib_number,old_nid,created_by,appears_in_creators,admin_notes
4631,Allen,,James,James Allen,"Allen, James","Allen, James, 1742-1778",nr92005985,1768,,"James Allen (c. 1742–18 September 1778) was a lawyer and public official, and a member of the American Philosophical Society, elected in 1768. Born in Philadelphia, the third son of Chief Justice (and APS member) William Allen, he completed his coursework at the College of Philadelphia in 1758 before traveling to England to study law with his brother, APS member Andrew Allen, in 1761. Returning from England in 1764, he eventually opened a law practice which produced the income to which he was accustomed. He then assumed a number of public offices, including alderman and member of the Philadelphia City Council. While he joined other moderate Whigs in opposing the Stamp Act, he primarily sought reconciliation between Britain and the colonies. He was elected as a delegate to the Pennsylvania Assembly in 1776, but true to form, he voted against a special convention to draft a new frame of government. With his career in politics concluded, he retired to his home, Trout Hall, in Allentown, Pennsylvania. But this withdrawal from the public arena failed to shield him from the suspicions generated by his brothers’ involvement with British officials. Allen was arrested and brought back to Philadelphia in late 1776. Personal connections to members of the Council of Safety later allowed him to return to Allentown, but financial troubles brought on by depreciating currency and attacks on his property made peace elusive. Save for the brief respite he enjoyed while living in Philadelphia during British occupation, his health declined during 1777 and he died in the fall of 1778. In addition to his father, his brothers Andrew and John Allen, uncle James Hamilton, and brother-in-law John Penn were also APS members. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/James_Allen_%28Allentown%29.jpg,4631_Allen_James.jpg,Portrait of James Allen,,98,19558,JF,,
4506,Anderson,,James,James Anderson,"Anderson, James","Anderson, James, 1785-1768",,1768,,"James Anderson (?– c.April 1785) was a physician and slave holder, and a member of the American Philosophical Society, elected in 1768. Born in Scotland, Anderson immigrated to Chestertown, MD where he spent his adult life in the service of medicine. He opened a lucrative practice which, after 1774, included his son James. During the American Revolution he supported Independence and afterwards supported local educational institutions such as Kent County School and Washington College. Upon his death, much of his property and wealth passed onto son and business partner James. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/1760-1800_118.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,221,19882,JF,,
4002,Andrews,,John,John Andrews,"Andrews, John","Andrews, John, 1746-1813",n83179167,1786,,,,/sites/default/files/2025-04/Rev._John_Andrews%2C_D.D..jpg,4002_Andrews_John.jpg,Portrait of John Andrews,,488,20149,,Y,
4264,Angivillier,,Charles C. Labillarderie,Charles C. Labillarderie Angivillier,"Angivillier, Charles C. Labillarderie","Angiviller, Charles Claude de La Billarderie, comte d', 1730-1809",nr91043408,1784,,"Charles-Claude Flahaut de la Billaderie, comte d'Angiviller (24 January 1730–11 December 1809) was an administrator, and a member of the American Philosophical Society, elected in 1784. Born to military stock in Saint-Remy-sur-L’eau, France, d’Angiviller began his career in the family profession under King Louis XV. He served in the battle of Fontenoy alongside the Dauphin of France (1745), who afterwards made him Gentleman of the Sleeve, and tasked d’Angiviller with the education of his sons (including the future King Louis XVI, with whom d’Angiviller became close). The bond proved beneficial for d'Angiviller, and upon Louis XVI’s coronation in 1774, the new king made d’Angiviller Directeur-Général des Bâtiments du Roi. In this role, d’Angiviller successfully reinvigorated the French art scene by implementing a successful system of state-sponsored art programs. D’Angiviller also continued the work of his predecessor in transitioning the Louvre from palace-turned-gallery to full-fledged museum. Faced with institutional gridlock over the massive renovation, the project began to weigh on d’Angiviller. Not above exploiting his favor with the King and Minister of Finance to secure funding to push things along, in 1787 the Assembly of Notables accused d’Angiviller of contributing to France’s economic woes. After the fall of the Bastille in 1789, things only became worse for d’Angiviller and he fled the country in fear for his life. He lived the last decade of his life in exile and died in the small town of Altona, Germany. When the Louvre Museum opened in 1793, d’Angiviller’s name went unmentioned.",,/sites/default/files/2025-04/Joseph_Duplessis_-_Portrait_of_the_Comte_d%27Angiviller_-_WGA06870.jpg,4264_Angivillier_CharlesCLabillarderie.jpg,"Portrait of Charles, comte d'Angivillier, studying plans for the Louvre",https://www.oxfordartonline.com/groveart/groveart/view/10.1093/gao/9781884446054.001.0001/oao-9781884446054-e-7000002909<br /><br /><br />https://www.google.com/books/edition/Inventing_the_Louvre/UUxG3N-t750C?hl=en&gbpv=1&dq=Le+Comte+d%E2%80%99Angiviller&pg=PA49&printsec=frontcover,425,20086,JA|AV,Y,
4523,Antill,,Edward,Edward Antill,"Antill, Edward","Antill, Edward, 1742-1789",nr92006185,1768,,"Edward Antill (17 June 1701–15 August 1770) was a public officeholder, gentleman farmer, and viticulturist, and a member of the American Philosophical via his 1768 election to the American Society. Born in New York to a father of property and influence, he lost his parents at an early age. Fortunately for Antill, his father’s friend raised him and would later bequeath the majority of his privateering fortune to the young man. By the early 1730s Antill had moved to New Jersey, where he would spend most of his life. Antill’s wealth and influence brought him a series of public offices including: New Jersey’s Assembly (1738-40), judge to the court of common pleas (1739), and a local council sit (1743-1761). In addition to these civic duties, Antill strongly supported education and donated £1,800 to King’s College, where he also served as one of the first trustees. Antill found his true passion, however, in agriculture development, particularly viticulture. His firm belief that grape cultivation was practicable and profitable in the Northeast led him to develop his own sizeable vineyards where he cultivated and tested grape varietals. Antill’s early efforts garnered him a monetary prize from the London-based Society for Promoting Arts, Manufactures, and Commerce in an effort to stimulate viticulture outside of England. His expertise made him a sought-after expert and produced Antill’s sole publication in the first volume of Transactions in 1771: “An essay on the cultivation of the vine, and the making and preserving of vine, suited to the different climates in North-America.” When not tinkering in his vineyard, he could be found experimenting with growing rhubarb or olive trees, or testing one of his many ideas to improve raising livestock. (PI)",Elected to the American Society.,/sites/default/files/2025-04/1760-1800_74.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,161,19822,JF,,
4483,Arbo,,John,John Arbo,"Arbo, John","Arbo, John, 1713-1772",,1768,,"John Arbo (6 January 1713–11 December 1772) was a religious administrator and civil engineer, and a member of the American Philosophical Society via his 1768 election to the American Society. Born in Soerup near Flensburg on the Baltic Sea, he was appointed head of a local school by age eighteen. Six years later, in 1737, he became an instructor in the German writing and arithmetic school of the Marienkirche in Flensburg. By 1742, however, he had left this position and travelled to Herrnhut, where he committed himself to the Moravian Brotherhood. Arbo served the church as a clerk and bookkeeper at Marienborn and Lindheim, taught at Hennersdorf, and in 1756 became secretary of the Administrations-Collegium in Herrnhut before being called to America. In 1760 he immigrated to Pennsylvania, where he was ordained a deacon. He then took on a major administrative role in Bethlehem, assisting in the expansion of the town’s waterworks and helping to design and erect a larger oil mill. His work in hydraulics solicited the approval of John Adams while his experiments in the extraction of oil from sunflower, laurel, and peach seeds were encouraged by the APS. Arbo served as an agent for the missionaries of the United Brethren among the Indians and as steward of the Moravian Brethren’s House at Bethlehem. He was naturalized as a British subject in 1768 and died in 1772, leaving behind a sizeable library containing works on mathematics, mineralogy, medicine, history, religion, geography, and engineering. (PI)",Elected to the American Society.,/sites/default/files/2025-04/1760-1800_110.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,213,19874,AM,,
4420,Aspden,,Matthias,Matthias Aspden,"Aspden, Matthias","Aspden, Matthias, 1748-1824",,1768,,"Matthias Aspden (21 November 1748–9 August 1824) was a merchant and a member of the American Philosophical Society, elected in 1768. Born in Philadelphia to parents in good standing with the city’s Monthly Meeting, Aspden attended the Academy of Philadelphia in 1762 but it was commercial pursuits that intrigued him most. The death of Aspdens’s father In 1765 provided the sizeable inheritance that propelled him into larger and more lucrative business ventures. By 1767, Aspden had launched his own trading vessel and was on his way to becoming one of the city’s wealthiest merchants with an astounding annual income of £2,000 sterling a year. Such wealth made it easy and expected for Aspden to support local institutions and ventures, though his contributions (in light of his wealth and lack of family responsibilities) were nominal. Active at the APS, Aspden subscribed to the City Tavern and donated a small amount to the College of Philadelphia while also contributing to the Silk Society and the Delaware-Chesapeake canal survey. With so much vested in trans-Atlantic trade, Aspden did not welcome the American Revolution. Throughout the conflict he cast an eye towards securing his finances and, as a result, inspired confidence from neither side. He dabbled with a few local militia drills but Pennsylvania authorities disarmed Aspden when he refused to take the oath of allegiance. After he saw APS Member Dr. John Kearsly, Jr. tarred and feathered, he had an expected change of heart which he demonstrated by selling powder to the Continental Congress. These days, however, marked the end of Aspden’s time in Philadelphia. In 1776 he secured a passage to England and, after the ship’s captain put him ashore for refusing to swear loyalty to the crown, he arrived in Dover. In 1780 Pennsylvania declared him a traitor and confiscated his property. Though not branded a traitor in England, authorities did not entirely trust him and all of Aspden’s claims for compensation—with the Loyalist Claims Commission, Parliament, and even the Privy Council—were denied. Though a pardon from Pennsylvania came through, Aspden’s eventual return to Philadelphia in 1791, which he described as an “almost unknown country,” was not the homecoming he imagined. Still, he knew a good business opportunity when he saw one and began purchasing US Bank stocks. He eventually returned to England where he struggled with debilitating mental health issues.  When he died, the combination of his large fortune and a vague will added up to a court case that saw more than two hundred relations attached to the case, dragged on for thirty years, and appeared before the Supreme Court three times. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/1760-1800_148.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,268,19929,JF,,
4541,Bacon,,Thomas,Thomas Bacon,"Bacon, Thomas","Bacon, Thomas, approximately 1700-1768",nr90021975,1768,,"Thomas Bacon (c. 1700–24 May 1768) was a customs manager, printer, and Anglican priest, and a member of the American Philosophical Society via his 1768 election. Bacon was probably born on the Isle of Man, and little is known of his life before his employ first managing a coal depot and then the Dublin Customs House in the 1730s. He found his greatest success as a printer publishing the semi-weekly Dublin Mercury and then the official records of the Irish government (as the Dublin Gazette) during the early 1740s. After the loss of that contract, Bacon read theology, became a priest in 1745, and sailed for Maryland, landing at St. Peter’s in White Marsh. Erudite and affable, Bacon won quick acceptance to Annapolis’s literary Tuesday Club, in the Masonic lodge, and as a clever and talented poet, violinist and cellist, offering verse and minuets in small venues and grander concerts for charitable benefit. His concern for Maryland’s enslaved population was both genuine but also emblematic for its limits. Sermons to masters and slaves highlighted mutual obligations: masters and mistresses should encourage Christianity among their enslaved and treat them humanely; the enslaved should remain obedient. He founded a short-lived charity school for the orphaned, poor, and enslaved, which would instruct them in preparation for apprenticeship, but construction costs and the outbreak of the Seven Years’ War shortened its life. He labored a decade on a six-volume abridged collection of the laws of Maryland. His 1758 appointment to All Saints in Frederick sustained these labors with an annual income of £400, a quarter of which he used to hire a curate to lighten his pastoral load. Problems in his personal life, including being libeled for the rape of a mixed-race woman (victor in the suit) and a strangely lax attitude for canon rules when it came to his own remarriage (quietly forgotten) damaged his political connections, but he was broadly respected as a pastor until the end of his days. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/Rev_thomas_bacon.jpg,4541_Bacon_Thomas.jpg,Image of Thomas Bacon,,192,19853,JA,Y,
4382,Bailey,,Joel,Joel Bailey,"Bailey, Joel","Bailey, Joel, 1732-1797",,1770,,"Joel Bailey (1732–24 October 1797) was a surveyor, and a member of the American Philosophical Society, elected in 1770. From Chester County, Pennsylvania, Bailey worked as a surveyor and earned a reputation not only for his surveying practice, but furthermore his ability to construct, modify, and repair his instruments. He accompanied Charles Mason and Jeremiah Dixon in their efforts to establish a southern border for Pennsylvania, now known as the Mason-Dixon Line. Referred to as Mason and Dixon’s “right-hand-man,” Bailey’s contributions to the project were substantial. His reputation from that mission is likely why, in 1769, as part of an international effort to measure the solar system, The American Philosophical Society sent Bailey to Lewes, Delaware to set up an observatory and record the planet’s movements. He set up shop at a lighthouse near Cape-Henlopen alongside Owen Biddle and Richard Thomas. He died in his hometown in Chester County.",,/sites/default/files/2025-04/1760-1800_171.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,http://adsabs.harvard.edu/full/2013AntAs...7...54M<br /><br /><br />https://books.google.com/books?id=zP9KAAAAYAAJ&pg=PA83&lpg=PA83&dq=joel+bailey+american+philosophical+society&source=bl&ots=_5_Enlv3Mx&sig=ACfU3U1bKITqPXOwsnIJycV_mGWGBrz3yA&hl=en&sa=X&ved=2ahUKEwjUsI_cgt_qAhXElnIEHdGmB_o4ChDoATAFegQIChAB#v=onepage&q=joel%20bailey%20american%20philosophical%20society&f=false<br /><br /><br />https://archives.delaware.gov/historical-markers-map/transit-of-venus-observatory/<br /><br /><br />https://books.google.com/books?id=7gIwAAAAIAAJ&pg=PA132&lpg=PA132&dq=joel+bailey+14+october+1797&source=bl&ots=1TUaihhfBS&sig=ACfU3U1cAzHvPvyvSOPKTvK2fN6x4u7l1Q&hl=en&sa=X&ved=2ahUKEwiCwPCNkN_qAhVCHs0KHXY6Cy4Q6AEwCXoECAoQAQ#v=onepage&q=joel%20bailey%2014%20october%201797&f=false,301,19962,JA|AV,,
4408,Bancker,,Gerard,Gerard Bancker,"Bancker, Gerard","Bancker, Gerard, 1740-1799",n50036565,1772,,"Gerard Bancker (1740–18 January 1799) was a merchant, surveyor, treasurer, and a member of the American Philosophical Society, elected in 1772. From New York, by 1769 Gerard Bancker ran a successful mercantile business with his cousin, supplying provisions for the British Army. Bancker also worked as a surveyor for New York City throughout the 60s and 70s. Upon the outbreak of the Revolutionary War, the Banckers’ business activities ceased. Gerard Bancker made some surveys of New Jersey before becoming Treasurer of New York Colony, and then New York State (1778-1798), Director of the Bank of New York (1792), and Governor of King’s College.",,/sites/default/files/2025-04/1760-1800_186.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,Sources<br /><br />https://cityreaders.nysoclib.org/Detail/entities/47<br /><br />https://archive.org/details/partialhistoryge00bank/page/492/mode/2up?q=249<br /><br />https://www.loc.gov/maps/?q=gerard+bancker<br /><br />https://books.google.com/books?id=TfoCAAAAIAAJ&pg=RA2-PA132&lpg=RA2-PA132&dq=%22gerard+bancker%22+american+philosophical+society&source=bl&ots=xwoS7qODHg&sig=ACfU3U098UI9LS6NWJPd3nanm0f0JDYQZg&hl=en&sa=X&ved=2ahUKEwiR5P-B6oTrAhWOhXIEHW81AmA4ChDoATADegQIBxAB#v=onepage&q=%22gerard%20bancker%22%20american%20philosophical%20society&f=false,326,19987,JA|AV,,
4300,Barbe-Marbois,,Francois,Francois Barbe-Marbois,"Barbe-Marbois, Francois","Barbé-Marbois, François, marquis de, 1745-1837",n83141373,1780,,"François, marquis de Barbé-Marbois (31 January 1745–14 January 1837) was a French statesman, and a member of the American Philosophical Society, elected in 1780. Born in Metz, France, he began his diplomatic career working with American colonists. He then became an intendant of Santo Domingo in 1785 and, returning to France, served as deputy of the Council of Ancients a decade later. Not long after, his monarchist leanings forced him into exile in French Guiana. In 1800 Barbé-Marbois was able to return to France and, shortly after, became Minister of the Treasury. Three years later he successfully negotiated the Louisiana Purchase with the United States, selling the territory of Louisiana for a much better price than initially expected. Still, in 1806 Napoleon dismissed Barbé-Marbois after his role in the 1805 financial crisis surfaced. Nevertheless, he received an appointment as First President of the Cour des Comptes, an administrative court which handled the country’s public accounts. In 1813 he was made a senator and then a count. Upon Napoleon’s imminent demise, he switched allegiances and joined up with the Bourbons. This move proved lucrative for Barbé-Marbois: he became a Peer of France (1814), a Minister of Justice (1815-1816), and once again President of the Cour des Comptes (1816-1834). When the Bourbons were ousted he once again strategically switched alliances, aligning himself with the July Monarchy in 1834. He died three years later in Paris. (EB)",,/sites/default/files/2025-04/1760-1800_211.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,383,20044,JA|AV,Y,
4354,Barbeu-Dubourg,,Jacques,Jacques Barbeu-Dubourg,"Barbeu-Dubourg, Jacques","Barbeu Du Bourg, M. (Jacques), 1709-1779",n85198939,1775,,"Jaques Barbeu-Dubourg (15 February 1709–13 December 1779) was a physician, botanist, historian, publisher, and a member of the American Philosophical Society, elected in 1775. Born in Mayenne, France, Dubourg rejected the ecclesiastical career path of his elder brothers, and instead dedicated himself to mathematics and languages before pursuing medicine in Paris. Having graduated by 1743, he became a doctor of the Faculty of Paris in 1748. Dubourg’s influence on the medical field led to the rejection of blood-letting as a treatment for inflammation, and a reconsideration on the duration of pregnancy. He also distinguished himself in botany and history. A dedicated student of the Atlantic Enlightenment, he was close with Rousseau, and in his Gazette d’Épidaure, Dubourg was the first to publish the works of Benjamin Franklin in French (1752). The two men began regularly corresponding around 1768, and Dubourg translated many of Franklin’s works into French. When hostilities between Britain and America began to boil over, Dubourg dedicated himself to the American cause: he became one of the first to suggest the Americans attempt to procure French aid; he distributed pro-American literature and sentiments in French circles; he personally selected many of the French and other European military personnel who fought alongside the Americans; and he served as a contact for American emissaries to France. In fact, his dedication was so intense that he bankrupted himself with various schemes to procure weaponry and arrange lucrative trade deals between the two nations, oftentimes biting off more than he could chew in the process. He died penniless.",,/sites/default/files/2025-04/Barbeu_du_Bourg_Jacques_1709-1799.jpg,4354_Barbeu-Dubourg_Jacques.jpg,Portrait of Jacques Barbeu-Dubourg,https://www.jstor.org/stable/3143280?seq=1,368,20029,JA|AV,Y,
4641,Bard,,Samuel,Samuel Bard,"Bard, Samuel","Bard, Samuel, 1742-1821",n83188693,1767,,"Samuel Bard (1 April 1742–24 May 1821) was a physician and naturalist and a member of the American Philosophical Society, elected in 1767. Born in Philadelphia, he studied medicine under his father John Bard and briefly attended King’s College in New York before sailing to Scotland to attend Edinburgh University. Upon graduating in 1765, he followed the example of Edinburgh graduates (and fellow APS members) William Shippen, Jr. and John Morgan in seeking to formalize and promote medical education. In 1767 Bard joined several other young doctors in inaugurating a medical course at King’s College. During the American Revolution, he almost lost his medical practice because of his Loyalist sympathies. But influential patrons intervened on his behalf, and in 1789 he and his father successfully operated on George Washington while the President was in New York. After the war, Bard resumed his efforts to improve medical instruction. He was a founder of the New York Dispensary, served on the staff of the New York Hospital, and helped to reorganize King’s College as Columbia University, holding numerous faculty and administrative positions. When Columbia was united with rival medical schools, the College of Physicians and Surgeons and the Medical Faculty of Queens College, he was elected president of the unified institution. Deeply interested in culture and history, Bard was also a member of the New York Society Library and the New York Historical Society. In retirement, he took renewed pleasure in botany and agriculture, publishing a Guide for Young Shepards as well as a popular guide to midwifery. (PI, DAB)",Elected to the American Society.,/sites/default/files/2025-04/Samuel_Bard.jpg,4641_Bard_Samuel.jpg,Portrait of Samuel Bard,,60,19227,JF,Y,
